DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
15-05-2020 08:30,112129.5655,10995.60298,498.6358225,6853300.587,26.43078207,40.3180586,0.405348573
15-05-2020 08:45,92505.46429,9080.067857,603.1599026,6853404.89,26.8318298,39.08195373,0.312426795
15-05-2020 09:00,165598.8929,16211.35,754.2353896,6853555.599,27.6209698,45.0092326,0.623152649
15-05-2020 09:15,98826.01786,9692.832143,908.226461,6853710.004,27.98836207,46.6177065,0.344884036
15-05-2020 09:30,76522.25,7511.4,994.9496753,6853797.354,27.51672787,39.136326,0.2492484
15-05-2020 09:45,161370.0357,15793.1125,1115.15368,6853916.854,27.45010767,40.93057693,0.541205977
15-05-2020 10:00,183026.2143,17896.79821,1333.94237,6854136.317,28.63219187,52.5477356,0.670675372
15-05-2020 10:15,158716.5536,15531.95,1498.797078,6854299.877,28.76891273,47.633738,0.572283477
15-05-2020 10:30,129103.6357,12648.59179,1673.780682,6854475.563,29.3514426,49.24972327,0.455148383
15-05-2020 10:45,113123.1429,11091.62893,1809.058766,6854610.515,28.85470787,44.0483256,0.361961654
15-05-2020 11:00,193768.0357,18936.55928,1972.270617,6854774.381,29.41081933,47.6854534,0.636560881
15-05-2020 11:15,160301.2262,15683.71369,2170.580087,6854971.694,30.21606229,50.00698857,0.585787214
15-05-2020 11:30,155409.1607,15207.28393,2351.184253,6855153.227,30.2870728,49.8413636,0.557069383
15-05-2020 11:45,167668.1964,16401.58929,2512.323052,6855314.679,30.81104933,47.8363832,0.467986869
15-05-2020 12:00,155821.6964,15250.80833,2710.04302,6855511.892,31.30537507,49.18358353,0.514962587
15-05-2020 12:15,209569.3988,20477.01786,2906.013799,6855708.738,31.50729773,49.84449267,0.787866029
15-05-2020 12:30,197884.5,19341.70714,3143.775974,6855944.768,32.14768473,52.35325513,0.649247629
15-05-2020 12:45,209419.2381,20470.89762,3358.145292,6856159.756,32.3914204,50.63123993,0.761243312
15-05-2020 13:00,129842.3571,12721.87679,3543.696429,6856345.148,32.62279607,49.61076771,0.416035101
15-05-2020 13:15,149740.5536,14665.98571,3704.17289,6856506.447,32.49706447,47.01116133,0.489243946
15-05-2020 13:30,175573.4643,17185.65893,3884.042208,6856685.604,32.5246214,46.66986293,0.574561224
15-05-2020 13:45,170970.5893,16736.74286,4073.566559,6856874.882,32.67847087,47.51688413,0.560985624
15-05-2020 14:00,222438.7143,21747.06607,4288.719968,6857089.345,33.7631854,49.80390433,0.735083463
15-05-2020 14:15,259813.2857,25352.54643,4557.521104,6857358.783,34.13076993,55.030613,0.893661491
15-05-2020 14:30,142901.9321,13989.19607,4802.250325,6857603.649,34.08138427,54.51913673,0.466788824
15-05-2020 14:45,160715.5298,15723.05536,4952.359037,6857754.874,33.69572221,47.61819464,0.542138496
15-05-2020 15:00,128604.375,12603.76607,5120.801136,6857922.71,33.89057607,46.0290812,0.398888543
15-05-2020 15:15,143255.1429,14031.02679,5272.090909,6858074,34.043744,44.28609193,0.447292149
15-05-2020 15:30,166946.3214,16342.91964,5445.205628,6858247.812,34.40285233,46.7442812,0.565196397
15-05-2020 15:45,107547.1607,10543.76607,5584.471861,6858386.07,34.43094267,43.9206158,0.346230693
15-05-2020 16:00,109120.6786,10704.02321,5722.171266,6858524.08,34.38115033,43.33285333,0.35818237
15-05-2020 16:15,99493.01786,9763.446429,5827.660714,6858629.57,34.12625693,41.00743193,0.328896119
15-05-2020 16:30,104079.6071,10210.66429,5946.18263,6858747.728,34.35660993,41.28059067,0.344954196
15-05-2020 16:45,77777.19643,7643.759524,6048.143939,6858850.295,33.86159653,39.41907593,0.260346758
15-05-2020 17:00,49913.76786,4894.992857,6119.129058,6858921.103,33.44331357,36.82670364,0.166812741
15-05-2020 17:15,49718.66072,4875.005357,6175.42289,6858977.332,33.30025473,35.8522074,0.173898637
15-05-2020 17:30,26248.83333,2558.016667,6211.215909,6859013.148,33.0321222,34.3384004,0.08716189
15-05-2020 17:45,11391.25,1102.005357,6232.811688,6859034.688,32.31187113,31.54853933,0.038403034
15-05-2020 18:00,6505,628.3767857,6243.20211,6859045.111,31.13241364,30.225331,0.022544936
15-05-2020 18:15,2199.217857,212.1517857,6247.709416,6859049.626,29.24311093,28.6825074,0.009149945
15-05-2020 18:30,0,0,6248.772727,6859050.682,28.495518,27.28599227,0.001841025
15-05-2020 18:45,0,0,6248.772727,6859050.682,27.8840638,25.96194653,0
15-05-2020 19:00,0,0,6247.357143,6918639.214,27.4559754,25.38531307,0
15-05-2020 19:15,0,0,6247.357143,6918639.214,27.0975484,25.2008464,0
15-05-2020 19:30,0,0,6247.357143,6918639.214,27.01870113,25.74526773,0.000125383
15-05-2020 19:45,0,0,6247.357143,6918639.214,23.78723747,22.5114056,0.00010022
15-05-2020 20:00,0,0,6247.357143,6918639.214,22.66317964,20.29072571,0
15-05-2020 20:15,0,0,6247.357143,6918639.214,23.41209707,20.73659667,0
15-05-2020 20:30,0,0,6247.357143,6918639.214,22.30098867,20.37541693,0
15-05-2020 20:45,0,0,6247.357143,6918639.214,22.0374816,20.31280513,0
15-05-2020 21:00,0,0,6247.357143,6918639.214,22.16851807,20.6512674,0
15-05-2020 21:15,0,0,3975.590909,6859050.682,22.1193604,20.6320862,0
15-05-2020 21:30,0,0,3975.590909,6859050.682,22.22125033,20.75869967,0
15-05-2020 21:45,0,0,3975.590909,6859050.682,22.23682847,20.91441667,0
15-05-2020 22:00,0,0,3975.590909,6859050.682,22.22185843,20.89570393,0
15-05-2020 22:15,0,0,3975.590909,6859050.682,22.14931253,20.73218587,0
15-05-2020 22:30,0,0,3975.590909,6859050.682,22.10471387,20.82985207,0
15-05-2020 22:45,0,0,3975.590909,6859050.682,22.05707993,21.07227567,0
15-05-2020 23:00,0,0,3975.590909,6859050.682,22.23601831,21.24131654,0
16-05-2020 02:00,0,0,0,6921568.75,21.68216,20.072144,0
16-05-2020 02:15,0,0,0,6859050.682,21.6884114,19.9192038,0
16-05-2020 02:30,0,0,0,6859050.682,21.51040853,19.59269193,0
16-05-2020 02:45,0,0,0,6859050.682,21.496287,19.6248698,0
16-05-2020 03:00,0,0,0,6859050.682,21.6459126,20.06520593,0
16-05-2020 03:15,0,0,0,6859050.682,21.6743142,20.11216013,0
16-05-2020 03:30,0,0,0,6859050.682,21.73142093,20.351884,0
16-05-2020 03:45,0,0,0,6859050.682,21.78016573,20.50589407,0
16-05-2020 04:00,0,0,0,6859050.682,21.85855536,20.81391043,0
16-05-2020 04:15,0,0,0,6859050.682,21.89991073,20.71264033,0
16-05-2020 04:30,0,0,0,6859050.682,21.92704853,20.72603773,0
16-05-2020 04:45,0,0,0,6859050.682,22.0286844,20.79640287,0
16-05-2020 05:00,0,0,0,6859050.682,21.93278,20.6822592,0
16-05-2020 05:15,0,0,0,6859050.682,21.86625167,20.47236933,0
16-05-2020 05:30,0,0,0,6859050.682,21.87658507,20.76019287,0
16-05-2020 05:45,0,0,0,6859050.682,21.95998927,20.5434348,0.000147169
16-05-2020 06:00,1131.053571,109.1625,0.071428571,6859050.753,21.9232375,20.25681407,0.006205959
16-05-2020 06:15,7475.339286,722.45,4.124188312,6859054.806,21.8604004,20.4303872,0.023633737
16-05-2020 06:30,15531.42857,1505.285714,16.56493507,6859067.247,21.98583367,21.195638,0.049514968
16-05-2020 06:45,24837.35714,2414.701786,38.37012987,6859089.052,22.13967073,22.18941033,0.079269643
16-05-2020 07:00,34152.96429,3337.728571,70.6599026,6859121.342,22.45271393,23.1112346,0.109037968
16-05-2020 07:15,43348.05357,4249.375,113.2938312,6859163.989,22.6524518,24.24170127,0.138115452
16-05-2020 07:30,54443.98214,5338.832143,167.0819805,6859217.764,22.97513853,25.66848753,0.174117525
16-05-2020 07:45,75347.57143,7404.75,238.1452922,6859288.827,23.38855407,27.93747607,0.243642806
16-05-2020 08:00,92338.64286,9070.471429,332.4512987,6859383.133,23.8905234,30.79129613,0.298052989
16-05-2020 08:15,105235.3036,10321.04107,442.6558442,6859493.338,24.42785433,33.0092104,0.338650411
16-05-2020 08:30,130559.5893,12793.21429,571.8709416,6859622.553,25.16689847,36.6061888,0.427548953
16-05-2020 08:45,142487.0179,13958.07679,726.3993507,6859777.081,25.75717567,38.89201073,0.470081485
16-05-2020 09:00,140956.3036,13808.62679,886.4431818,6859937.125,25.99942227,38.70590013,0.461185769
16-05-2020 09:15,127605.1429,12505.04643,1032.720779,6860083.403,26.29700733,39.34378447,0.41958991
16-05-2020 09:30,129779.4107,12717.13036,1176.628247,6860227.31,26.59366867,39.87995233,0.420493884
16-05-2020 09:45,161148.2321,15778.14286,1334.448864,6860385.131,27.03096947,41.82566533,0.540593679
16-05-2020 10:00,161620.1607,15823.0625,1527.559253,6860578.241,27.61135453,46.07265193,0.491453022
16-05-2020 10:15,156988.0357,15370.61786,1688.69724,6860739.379,27.93121329,44.468571,0.469728831
16-05-2020 10:30,206873.0893,20231.725,1896.814123,6860947.496,28.2829874,48.962665,0.654436842
16-05-2020 10:45,183095.4286,17914.65714,2115.053571,6861165.735,28.78232633,50.154118,0.595521375
16-05-2020 11:00,177344.375,17355.68214,2311.719968,6861362.402,29.1554974,49.15606887,0.575263897
16-05-2020 11:15,167348.3571,16382.225,2506.880682,6861557.563,29.3643758,48.12385467,0.542374875
16-05-2020 11:30,157634.875,15434.82679,2689.76461,6861740.446,29.6892496,46.51825533,0.493430553
16-05-2020 11:45,194969.0179,19073.22857,2875.715097,6861926.397,29.8473918,47.0438902,0.62278731
16-05-2020 12:00,198417.8393,19409.38393,3096.257305,6862146.939,30.08986207,50.09181933,0.662004302
16-05-2020 12:15,164938.3571,16146.92143,3306.363636,6862357.045,30.37689871,48.67528186,0.540425129
16-05-2020 12:30,228677.5536,22351.07143,3518.646104,6862569.328,30.8864686,50.44957047,0.76711941
16-05-2020 12:45,245404.1964,23955.61429,3783.261364,6862833.943,31.2210448,54.23274553,0.812240641
16-05-2020 13:00,191385.5179,18721.41786,4029.872565,6863080.554,31.31397713,52.8518024,0.636164586
16-05-2020 13:15,233783.1786,22843.68214,4268.255682,6863318.938,31.66299653,52.0534832,0.733243599
16-05-2020 13:30,185596.8393,18158.72857,4500.233766,6863550.916,31.61725667,49.747872,0.583864739
16-05-2020 13:45,155359.8571,15212.20357,4686.034903,6863736.717,31.3661072,47.2997298,0.502392484
16-05-2020 14:00,138304.0179,13548.99643,4853.424513,6863904.106,31.42362873,46.57489593,0.435684946
16-05-2020 14:15,187844.4821,18380.15,5029.784903,6864080.467,31.98976833,47.82889013,0.595977137
16-05-2020 14:30,163898.1429,16046.51607,5236.102273,6864286.784,32.24326421,48.35548621,0.534500986
16-05-2020 14:45,160488.7321,15714.44464,5413.642857,6864464.325,32.3501976,46.20359727,0.514964407
16-05-2020 15:00,157761.0536,15448.59821,5587.618507,6864638.3,32.43687973,45.77020907,0.503626383
16-05-2020 15:15,130584.2143,12795.34464,5752.643669,6864803.326,32.52414947,45.84053753,0.419735824
16-05-2020 15:30,111366.8929,10918.89286,5885.983766,6864936.666,32.3280254,43.17009267,0.349962358
16-05-2020 15:45,84875.46429,8340.45,5994.359578,6865045.041,32.10339147,39.81443887,0.261408532
16-05-2020 16:00,74288.82143,7303.142857,6082.580357,6865133.262,32.02910173,37.712012,0.227681253
16-05-2020 16:15,62692.46428,6150.505357,6158.726461,6865209.408,31.9597596,36.30115747,0.191869824
16-05-2020 16:30,57192.375,5608.755357,6226.525162,6865277.207,31.90710457,35.77269607,0.175596984
16-05-2020 16:45,48707.75,4775.560714,6285.038149,6865335.72,31.88745533,34.78123607,0.150128168
16-05-2020 17:00,43256.57143,4240.298214,6337.012987,6865387.695,31.74708247,33.73915807,0.133743208
16-05-2020 17:15,35250.16072,3448.071429,6380.866883,6865431.549,31.54080187,32.7458964,0.109053603
16-05-2020 17:30,25881.78572,2516.755357,6415.098214,6865465.78,31.30016687,31.59976787,0.079587311
16-05-2020 17:45,16533.91071,1603.101786,6438.645292,6865489.327,31.0485982,30.12416173,0.050450764
16-05-2020 18:00,8626.339286,833.8285714,6452.475649,6865503.158,30.31168413,28.36227433,0.026212863
16-05-2020 18:15,2770.267857,267.325,6458.756493,6865509.438,29.54822573,26.94033807,0.008812281
16-05-2020 18:30,0,0,6459.727273,6865510.409,28.97306333,25.9079486,0.00035945
16-05-2020 18:45,0,0,6459.727273,6865510.409,28.6859842,25.50321853,0
16-05-2020 19:00,0,0,6459.727273,6865510.409,28.31019579,25.37907214,0
16-05-2020 19:15,0,0,6459.727273,6865510.409,27.9578898,25.1996236,0
16-05-2020 19:30,0,0,6459.727273,6865510.409,27.57085773,25.1651774,0
16-05-2020 19:45,0,0,6459.727273,6865510.409,27.256431,24.9509702,0
16-05-2020 20:00,0,0,6459.727273,6865510.409,26.9411986,24.4972452,0
16-05-2020 20:15,0,0,6459.727273,6865510.409,26.70199373,24.07971407,0
16-05-2020 20:30,0,0,6459.727273,6865510.409,26.483793,23.82730513,0
16-05-2020 20:45,0,0,6459.727273,6865510.409,26.31202486,23.62220114,0
16-05-2020 21:00,0,0,6459.727273,6865510.409,26.0082478,23.32152507,0
16-05-2020 21:15,0,0,6459.727273,6865510.409,25.61655473,22.952588,0
16-05-2020 21:30,0,0,6459.727273,6865510.409,25.28644193,22.64899693,0
16-05-2020 21:45,0,0,6459.727273,6865510.409,25.1239094,22.43270273,0
16-05-2020 22:00,0,0,6459.727273,6865510.409,25.0534728,22.2860412,0
16-05-2020 22:15,0,0,6459.727273,6865510.409,24.8400106,22.0829142,0
16-05-2020 22:30,0,0,6459.727273,6865510.409,24.61206653,21.97715853,0
16-05-2020 22:45,0,0,6459.727273,6865510.409,24.49298086,22.05269729,0
16-05-2020 23:00,0,0,6459.727273,6865510.409,24.46162507,22.18635247,0
16-05-2020 23:15,0,0,6459.727273,6865510.409,24.39256807,22.2029236,0
16-05-2020 23:30,0,0,6459.727273,6865510.409,24.3780212,22.11262207,0
16-05-2020 23:45,0,0,5944.5,6865510.409,24.2493468,21.81421107,0
17-05-2020 00:00,0,0,223.0909091,6865510.409,24.17016593,21.63149,0
17-05-2020 00:15,0,0,0,6865510.409,24.01153147,21.6482788,0
17-05-2020 00:30,0,0,0,6865510.409,23.8949484,21.48822633,0
17-05-2020 00:45,0,0,0,6865510.409,23.936809,21.51564464,0
17-05-2020 01:00,0,0,0,6865510.409,23.87931507,21.53955707,0
17-05-2020 01:15,0,0,0,6865510.409,23.75795087,21.39526567,0
17-05-2020 01:30,0,0,0,6865510.409,23.73213194,21.87146944,0
17-05-2020 01:45,0,0,0,6865510.409,23.72653607,21.64628907,0
17-05-2020 02:00,0,0,0,6865510.409,23.5248778,21.33722527,0
17-05-2020 02:15,0,0,0,6865510.409,23.45815413,21.35768833,0
17-05-2020 02:30,0,0,0,6865510.409,23.3887412,21.38264987,0
17-05-2020 02:45,0,0,0,6865510.409,23.26528493,21.25517264,0
17-05-2020 03:00,0,0,0,6865510.409,23.3172954,21.50079127,0
17-05-2020 03:15,0,0,0,6865510.409,23.2138916,21.4639018,0
17-05-2020 03:30,0,0,0,6865510.409,22.9518738,20.87708947,0
17-05-2020 03:45,0,0,0,6865510.409,22.941931,20.8091066,0
17-05-2020 04:00,0,0,0,6865510.409,22.86391193,20.7552002,0
17-05-2020 04:15,0,0,0,6865510.409,22.82215787,20.88553047,0
17-05-2020 04:30,0,0,0,6865510.409,22.8671814,21.15483607,0
17-05-2020 04:45,0,0,0,6865510.409,22.74696047,21.0750916,0
17-05-2020 05:00,0,0,0,6865510.409,22.56799927,20.84764007,0
17-05-2020 05:15,0,0,0,6865510.409,22.57251407,20.91312521,0
17-05-2020 05:30,0,0,0,6865510.409,22.5491474,21.07022893,0
17-05-2020 05:45,0,0,0,6865510.409,22.5879394,21.22639153,0.000333455
17-05-2020 06:00,33.875,3.2625,0.005681818,6865510.415,22.69311313,21.41633907,0.004784626
17-05-2020 06:15,2686.321429,259.1571429,1.097402597,6865511.507,22.79481627,21.68954673,0.012349708
17-05-2020 06:30,9962.357143,963.4142857,7.540584416,6865517.95,22.68567307,21.89033827,0.034180881
17-05-2020 06:45,19398.21429,1883.044643,22.91396104,6865533.323,22.94856573,22.59763193,0.067904608
17-05-2020 07:00,31089.03572,3034.264286,50.76623377,6865561.175,23.29249893,23.8324564,0.106996056
17-05-2020 07:15,54007.76786,5296.4375,97.92045454,6865608.33,23.61099233,25.83404733,0.196433397
17-05-2020 07:30,62683.94643,6154.719643,158.3336039,6865668.743,23.90845814,27.4991695,0.221922492
17-05-2020 07:45,94392.71429,9265.571429,246.1128247,6865756.522,24.33187667,30.97835493,0.322464755
17-05-2020 08:00,111470.2679,10929.79821,367.1282468,6865877.537,25.0617614,34.63271467,0.378702412
17-05-2020 08:15,113588.1786,11135.29464,490.6663961,6866001.076,25.64680373,37.81797673,0.383550269
17-05-2020 08:30,123013.8929,12057.81071,617.3206169,6866127.73,26.14622593,40.32618213,0.416975347
17-05-2020 08:45,164801.1607,16134.91964,775.6956169,6866286.105,27.0309326,44.45619293,0.561811632
17-05-2020 09:00,169528.375,16595.9625,969.4439935,6866479.853,27.683191,48.176432,0.576084459
17-05-2020 09:15,142848.4821,13991.15536,1129.86526,6866640.274,27.98594029,45.11740971,0.441706429
17-05-2020 09:30,183590.8214,17965.31071,1325.256494,6866835.666,28.59910273,46.90497853,0.626964662
17-05-2020 09:45,227299.5893,22218.23036,1547.18263,6867057.592,29.23562,49.9406148,0.772358071
17-05-2020 10:00,216354.1607,21149.98929,1804.838474,6867315.248,30.09131267,52.08946933,0.753537445
17-05-2020 10:15,213328.3571,20861.55714,2033.630682,6867544.092,30.02618813,48.93250113,0.717545169
17-05-2020 10:30,225160.4464,21990.91071,2279.890422,6867790.3,30.15890107,50.7184002,0.685881602
17-05-2020 10:45,252507.3214,24634.42857,2551.939935,6868062.394,31.06742553,55.4462772,0.855109075
17-05-2020 11:00,243104.7857,23719.48214,2811.573864,6868321.983,31.16485807,55.28936173,0.812389053
17-05-2020 11:15,277243.9464,27034.63214,3106.907467,6868617.317,31.53113,60.20856953,0.997903636
17-05-2020 11:30,268838.8214,26224.0625,3418.543831,6868927.521,32.31780807,63.14558157,0.97745754
17-05-2020 11:45,236420.6607,23074.48155,3695.455898,6869205.865,32.5278644,61.8019916,0.869908956
17-05-2020 12:00,179601.3393,17569.68036,3911.63474,6869422.044,32.49596767,56.10107627,0.635450962
17-05-2020 12:15,232526.0893,22708.04821,4139.642857,6869650.052,32.98554907,55.0942282,0.783589389
17-05-2020 12:30,183652.2321,17951.93393,4373.861201,6869884.27,33.10833713,56.4158632,0.669670513
17-05-2020 12:45,230469.8571,22497.81786,4592.754058,6870103.163,33.6491878,56.55667753,0.837124353
17-05-2020 13:00,129220.8929,12658.40357,4820.159091,6870330.568,33.88692627,53.80755813,0.422498875
17-05-2020 13:15,141976.3036,13890.50893,4933.285714,6870443.695,33.05344033,43.3909484,0.451771234
17-05-2020 13:30,225256.0893,21993.32321,5173.957792,6870684.367,33.727413,54.2896504,0.742889743
17-05-2020 13:45,186896.5536,18266.875,5381.596591,6870892.006,34.05229864,52.02791714,0.625084994
17-05-2020 14:00,195425.2679,19093.95893,5624.824675,6871135.234,34.48483913,55.32990507,0.697772575
17-05-2020 14:15,127088.5714,12450.14643,5780.064123,6871290.473,34.30416453,47.85390453,0.431178431
17-05-2020 14:30,87466.92857,8580.126786,5905.830357,6871416.239,34.02411533,44.90596927,0.315089903
17-05-2020 14:45,209780.7679,20508.23929,6059.728896,6871570.138,34.14708273,47.63582767,0.659827118
17-05-2020 15:00,203799.6607,19932.61071,6307.818182,6871818.227,35.10977173,54.05481967,0.683636201
17-05-2020 15:15,157427.5536,15414.26607,6504.491071,6872014.9,35.25248613,49.98867167,0.510241673
17-05-2020 15:30,174269.9286,17053.45357,6694.663149,6872205.072,34.98165257,49.41860521,0.590900486
17-05-2020 15:45,92518.625,9080.110714,6832.725649,6872343.135,34.6127872,43.38971593,0.289312882
17-05-2020 16:00,140131.1786,13724.56071,6970.57711,6872480.986,34.737508,44.04532647,0.453365883
17-05-2020 16:15,102908.5476,10094.68988,7097.389881,6872607.799,31.03193886,39.52693836,0.338433116
17-05-2020 16:30,93120.17857,9136.144643,7205.170454,6872715.58,29.56562293,36.2766234,0.291312887
17-05-2020 16:45,81902.26786,8045.358929,7304.644481,6872815.054,29.36376953,35.6045024,0.257869254
17-05-2020 17:00,44835.80357,4395.608929,7374.358766,6872884.768,28.75074867,32.94330453,0.14100155
17-05-2020 17:15,36720.33929,3597.630357,7418.665584,6872929.075,28.2966472,30.6336732,0.117034171
17-05-2020 17:30,30144.78572,2934.023214,7456.080357,6872966.489,27.60173907,29.47836743,0.094512842
17-05-2020 17:45,19238.32143,1867.342857,7484.377435,6872994.787,26.7289,27.917517,0.061722936
17-05-2020 18:00,6983.267857,674.7803571,7498.411526,6873008.821,26.35418707,26.4137554,0.023625548
17-05-2020 18:15,2879.696429,277.8482143,7503.528409,6873013.938,26.1361226,25.3737672,0.010367788
17-05-2020 18:30,0,0,7504.818182,6873015.227,26.14108673,25.04768067,0.00083712
17-05-2020 18:45,0,0,7504.818182,6873015.227,25.9966144,24.61709587,0
17-05-2020 19:00,0,0,7504.818182,6873015.227,25.8602378,24.0412028,0
17-05-2020 19:15,0,0,7504.818182,6873015.227,25.98387433,24.02473347,0
17-05-2020 19:30,0,0,7504.818182,6873015.227,25.90812167,24.07766727,0
17-05-2020 19:45,0,0,7504.818182,6873015.227,25.81638657,24.16028707,0
17-05-2020 20:00,0,0,7504.818182,6873015.227,25.67117727,24.32260127,0
17-05-2020 20:15,0,0,7504.818182,6873015.227,25.50143227,23.83279847,0
17-05-2020 20:30,0,0,7504.818182,6873015.227,25.29024047,23.78933507,0
17-05-2020 20:45,0,0,7504.818182,6873015.227,25.28608,24.1300782,0
17-05-2020 21:00,0,0,7504.818182,6873015.227,25.3820984,24.566923,0
17-05-2020 21:15,0,0,7504.818182,6873015.227,22.50401007,21.09329027,0
17-05-2020 21:30,0,0,7504.818182,6873015.227,21.50778593,20.427958,0
17-05-2020 21:45,0,0,7504.818182,6873015.227,21.29480636,20.37712093,0
17-05-2020 22:00,0,0,7504.818182,6873015.227,21.23754673,20.449766,0
17-05-2020 22:15,0,0,7504.818182,6873015.227,21.26081347,20.511558,0
17-05-2020 22:30,0,0,7504.818182,6873015.227,21.314433,20.63365873,0
17-05-2020 22:45,0,0,7504.818182,6873015.227,21.31589153,20.69088327,0
17-05-2020 23:00,0,0,7504.818182,6873015.227,21.2205322,20.5905884,0
17-05-2020 23:15,0,0,7504.818182,6873015.227,21.21657507,20.6353922,0
17-05-2020 23:30,0,0,7504.818182,6873015.227,21.273112,20.63249327,0
17-05-2020 23:45,0,0,7045.694805,6873015.227,21.20941829,20.56311471,0
18-05-2020 00:00,0,0,258.2840909,6873015.227,21.1556906,20.59939973,0
18-05-2020 00:15,0,0,0,6873015.227,21.0414368,20.47596227,0
18-05-2020 00:30,0,0,0,6873015.227,21.14206753,20.531305,0
18-05-2020 00:45,0,0,0,6873015.227,21.13725773,20.53331707,0
18-05-2020 01:00,0,0,0,6873015.227,21.07079267,20.48064787,0
18-05-2020 01:15,0,0,0,6873015.227,20.98966467,20.38562407,0
18-05-2020 01:30,0,0,0,6873015.227,20.983842,20.376831,0
18-05-2020 01:45,0,0,0,6873015.227,21.02700587,20.3931762,0
18-05-2020 02:00,0,0,0,6873015.227,20.96934314,20.333884,0
18-05-2020 02:15,0,0,0,6873015.227,21.00723073,20.224764,0
18-05-2020 02:30,0,0,0,6873015.227,21.13065793,20.224632,0
18-05-2020 02:45,0,0,0,6873015.227,21.2112,20.25803233,0
18-05-2020 03:00,0,0,0,6873015.227,21.25834353,20.34683027,0
18-05-2020 03:15,0,0,0,6873015.227,21.35109453,20.8456686,0
18-05-2020 03:30,0,0,0,6873015.227,21.37037567,21.00739133,0
18-05-2020 03:45,0,0,0,6873015.227,21.3891804,20.86159873,0
18-05-2020 04:00,0,0,0,6873015.227,21.4589906,20.88282673,0
18-05-2020 04:15,0,0,0,6873015.227,21.18773193,20.36523033,0
18-05-2020 04:30,0,0,0,6873015.227,21.03696543,19.75568707,0
18-05-2020 04:45,0,0,0,6873015.227,20.96152547,19.47753107,0
18-05-2020 05:00,0,0,0,6873015.227,21.00024833,19.77851767,0
18-05-2020 05:15,0,0,0,6873015.227,21.12766127,20.065865,0
18-05-2020 05:30,0,0,0,6873015.227,21.19439307,20.01042267,0
18-05-2020 05:45,0,0,0,6873015.227,21.26538713,19.97623313,0.000519966
18-05-2020 06:00,1591.410714,153.5285714,0.333603896,6873015.561,21.30836173,20.28832387,0.008594149
